8.857501584075443413e-01,8.500092494306783486e-01,8.879736506427196030e-01,1.000000000000000000e+00
8.697047485350981599e-01,8.515240300479789415e-01,8.805388339000336240e-01,1.000000000000000000e+00
8.441261828674841983e-01,8.440648271103738942e-01,8.671697332269007186e-01,1.000000000000000000e+00
8.095999819094809036e-01,8.293189667350545635e-01,8.506444160105036678e-01,1.000000000000000000e+00
7.675110850441786425e-01,8.098007598713145017e-01,8.325281663805966792e-01,1.000000000000000000e+00
7.209728066553677817e-01,7.872399592345263875e-01,8.151307392087926429e-01,1.000000000000000000e+00
6.731442255942621244e-01,7.626890873389048364e-01,8.002762854580952601e-01,1.000000000000000000e+00
6.266240202260459080e-01,7.367017540369944495e-01,7.884690131633456112e-01,1.000000000000000000e+00
5.830148703693240897e-01,7.095888767699747302e-01,7.792578182047659174e-01,1.000000000000000000e+00
5.430593242401823284e-01,6.815376725306587780e-01,7.719407969783508294e-01,1.000000000000000000e+00
5.070896957645165681e-01,6.526417240314644763e-01,7.659044566083584860e-01,1.000000000000000000e+00
4.753375239490628679e-01,6.229275728383580901e-01,7.606508557181774766e-01,1.000000000000000000e+00
4.480247093358917243e-01,5.923833145214657536e-01,7.557417647410792361e-01,1.000000000000000000e+00
4.253242366501135407e-01,5.609810495995030122e-01,7.507516498900511648e-01,1.000000000000000000e+00
4.072701869421906928e-01,5.286918801105741084e-01,7.452494263758127069e-01,1.000000000000000000e+00
3.936713573682256717e-01,4.954965577745117922e-01,7.387941022963639970e-01,1.000000000000000000e+00
3.840726937894353710e-01,4.613901878241663534e-01,7.309466543290268348e-01,1.000000000000000000e+00
3.777794975351372875e-01,4.263845142616835004e-01,7.212763999353023481e-01,1.000000000000000000e+00
3.739349933047578234e-01,3.905082752937583113e-01,7.093613429347844779e-01,1.000000000000000000e+00
3.716113323440047855e-01,3.538121372967868994e-01,6.947714991938088724e-01,1.000000000000000000e+00
3.698798032902536059e-01,3.163841010115336361e-01,6.770375543809057373e-01,1.000000000000000000e+00
3.678384369653108221e-01,2.783869718129776127e-01,6.556056683845370436e-01,1.000000000000000000e+00
3.645930889012500842e-01,2.401374702482382828e-01,6.297868015502610106e-01,1.000000000000000000e+00
3.592008856093018565e-01,2.022603792075812201e-01,5.987265295935138010e-01,1.000000000000000000e+00
3.506030444193101170e-01,1.659512998472086054e-01,5.614796470399322503e-01,1.000000000000000000e+00
3.376473209067111236e-01,1.332456228243807661e-01,5.174080757397947483e-01,1.000000000000000000e+00
3.194626239549796520e-01,1.066887988239265950e-01,4.671372880139524342e-01,1.000000000000000000e+00
2.963100038890528753e-01,8.771325096046395098e-02,4.134625913414347598e-01,1.000000000000000000e+00
2.700863774911405057e-01,7.548367558427554469e-02,3.605637622811186382e-01,1.000000000000000000e+00
2.436737255746627140e-01,6.841985515092269265e-02,3.121652405088837234e-01,1.000000000000000000e+00
2.200125110077961743e-01,6.585791891890760419e-02,2.709027999432586098e-01,1.000000000000000000e+00
2.015613376412984104e-01,6.798327102620024820e-02,2.385297422869539496e-01,1.000000000000000000e+00
1.848803550939616402e-01,7.942573027972388289e-02,2.130765164898499320e-01,1.000000000000000000e+00
2.029036533355824679e-01,6.943524858045896364e-02,2.183316788509603312e-01,1.000000000000000000e+00
2.257539681670790999e-01,6.738213230014747368e-02,2.272898477809805473e-01,1.000000000000000000e+00
2.558213554748177132e-01,6.953231029187983969e-02,2.411219049159420424e-01,1.000000000000000000e+00
2.912851538757863512e-01,7.489904984746670324e-02,2.575510159575043478e-01,1.000000000000000000e+00
3.302917447118143834e-01,8.246763389003824996e-02,2.743092940457943496e-01,1.000000000000000000e+00
3.712250843130934230e-01,9.167999748026273155e-02,2.894586539763316924e-01,1.000000000000000000e+00
4.127798563036030322e-01,1.026734006932460974e-01,3.015422643746896725e-01,1.000000000000000000e+00
4.538300508699988911e-01,1.162218378833152765e-01,3.097044124984492108e-01,1.000000000000000000e+00
4.933550437514561682e-01,1.332809163040102329e-01,3.138656195673497629e-01,1.000000000000000000e+00
5.305442048985644643e-01,1.543618363388677694e-01,3.148129978918712824e-01,1.000000000000000000e+00
5.649734352901769618e-01,1.792366495036716856e-01,3.139136046337036023e-01,1.000000000000000000e+00
5.965991810912236737e-01,2.072129560820260008e-01,3.125852303112123254e-01,1.000000000000000000e+00
6.255741650043495916e-01,2.375653507115269569e-01,3.119669831491226897e-01,1.000000000000000000e+00
6.520741729027730305e-01,2.697465052523669859e-01,3.129056060581916765e-01,1.000000000000000000e+00
6.762189792440974623e-01,3.033976279245042540e-01,3.160724937230589004e-01,1.000000000000000000e+00
6.980608153581771003e-01,3.382897632604862093e-01,3.220747885521809128e-01,1.000000000000000000e+00
7.176044490813384691e-01,3.742627271068619255e-01,3.315213862095893194e-01,1.000000000000000000e+00
7.348413359856493798e-01,4.111778700451951263e-01,3.450416947080907071e-01,1.000000000000000000e+00
7.497942054717047222e-01,4.488833348154880887e-01,3.632633755836027767e-01,1.000000000000000000e+00
7.625733355405260872e-01,4.871890667341582382e-01,3.867533503783799342e-01,1.000000000000000000e+00
7.734402182988988628e-01,5.258533209345156445e-01,4.159267953976436560e-01,1.000000000000000000e+00
7.828622526444091179e-01,5.645853311116687534e-01,4.509398582370634512e-01,1.000000000000000000e+00
7.915283284347560677e-01,6.030667059314720468e-01,4.915966702164639712e-01,1.000000000000000000e+00
8.002941538975397728e-01,6.409821330674986273e-01,5.373053518514103732e-01,1.000000000000000000e+00
8.100280946652068659e-01,6.780367267397181541e-01,5.871062690808275253e-01,1.000000000000000000e+00
8.213947205565635956e-01,7.139109141951603954e-01,6.397176669767276058e-01,1.000000000000000000e+00
8.345656905566583017e-01,7.481379479992134041e-01,6.935569764986384556e-01,1.000000000000000000e+00
8.489224556311764092e-01,7.799202140765014724e-01,7.466371929366436566e-01,1.000000000000000000e+00
8.626560105112757171e-01,8.080552380426152537e-01,7.962826664376549957e-01,1.000000000000000000e+00
8.733517136091627497e-01,8.309671525127262370e-01,8.374885100119708881e-01,1.000000000000000000e+00
8.821154248940160647e-01,8.455700725455934652e-01,8.667376504623333089e-01,1.000000000000000000e+00
